NMR-STAR link ID,CIF to STAR transform code,tagCategory,tagField,mmCIF/pdbx data item,additional_transform_data,entryIdFlg,pdbxMapExistsFlg
10064,1,atom_site,Cartn_z,_atom_site.Cartn_z,?,N,Y
10065,1,atom_site,Cartn_z_esd,_atom_site.Cartn_z_esd,?,N,Y
,,atom_site,chemical_conn_number,_atom_site.chemical_conn_number,?,N,Y
,,atom_site,constraints,_atom_site.constraints,?,N,Y
10068,1,atom_site,details,_atom_site.details,?,N,Y
,,atom_site,disorder_assembly,_atom_site.disorder_assembly,?,N,Y
,,atom_site,disorder_group,_atom_site.disorder_group,?,N,Y
10071,1,atom_site,footnote_id,_atom_site.footnote_id,?,N,Y
,,atom_site,fract_x,_atom_site.fract_x,?,N,Y
,,atom_site,fract_x_esd,_atom_site.fract_x_esd,?,N,Y
,,atom_site,fract_y,_atom_site.fract_y,?,N,Y
,,atom_site,fract_y_esd,_atom_site.fract_y_esd,?,N,Y
,,atom_site,fract_z,_atom_site.fract_z,?,N,Y
,,atom_site,fract_z_esd,_atom_site.fract_z_esd,?,N,Y
,,atom_site,group_PDB,_atom_site.group_PDB,?,N,Y
10079,1,atom_site,id,_atom_site.id,?,N,Y
,,atom_site,label_alt_id,_atom_site.label_alt_id,?,N,Y
10081,1,atom_site,label_asym_id,_atom_site.label_asym_id,?,N,Y
10082,1,atom_site,label_atom_id,_atom_site.label_atom_id,?,N,Y
10083,1,atom_site,label_comp_id,_atom_site.label_comp_id,?,N,Y
10084,1,atom_site,label_entity_id,_atom_site.label_entity_id,?,N,Y
10085,1,atom_site,label_seq_id,_atom_site.label_seq_id,?,N,Y
10086,1,atom_site,occupancy,_atom_site.occupancy,?,N,Y
10087,1,atom_site,occupancy_esd,_atom_site.occupancy_esd,?,N,Y
,,atom_site,pdbx_atom_group,_atom_site.pdbx_atom_group,?,N,Y
,,atom_site,pdbx_auth_alt_id,_atom_site.pdbx_auth_alt_id,?,N,Y
,,atom_site,pdbx_auth_asym_id,_atom_site.pdbx_auth_asym_id,?,N,Y
10089,1,atom_site,pdbx_auth_atom_name,_atom_site.pdbx_auth_atom_name,?,N,Y
,,atom_site,pdbx_auth_comp_id,_atom_site.pdbx_auth_comp_id,?,N,Y
,,atom_site,pdbx_auth_seq_id,_atom_site.pdbx_auth_seq_id,?,N,Y
11425,1,atom_site,pdbx_formal_charge,_atom_site.pdbx_formal_charge,?,N,Y
,,atom_site,pdbx_group_NDB,_atom_site.pdbx_group_NDB,?,N,Y
,,atom_site,pdbx_label_seq_num,_atom_site.pdbx_label_seq_num,?,N,Y
,,atom_site,pdbx_ncs_dom_id,_atom_site.pdbx_ncs_dom_id,?,N,Y
10090,1,atom_site,pdbx_PDB_atom_name,_atom_site.pdbx_PDB_atom_name,?,N,Y
,,atom_site,pdbx_PDB_atom_name,_atom_site.pdbx_PDB_atom_name,?,N,Y
,,atom_site,pdbx_PDB_ins_code,_atom_site.pdbx_PDB_ins_code,?,N,Y
10092,1,atom_site,pdbx_PDB_model_num,_atom_site.pdbx_PDB_model_num,?,N,Y
10093,1,atom_site,pdbx_PDB_residue_name,_atom_site.pdbx_PDB_residue_name,?,N,Y
10094,1,atom_site,pdbx_PDB_residue_no,_atom_site.pdbx_PDB_residue_no,?,N,Y
,,atom_site,pdbx_PDB_strand_id,_atom_site.pdbx_PDB_strand_id,?,N,Y
,,atom_site,pdbx_struct_group_id,_atom_site.pdbx_struct_group_id,?,N,Y
,,atom_site,pdbx_tls_group_id,_atom_site.pdbx_tls_group_id,?,N,Y
,,atom_site,refinement_flags,_atom_site.refinement_flags,?,N,Y
,,atom_site,refinement_flags_adp,_atom_site.refinement_flags_adp,?,N,Y
,,atom_site,refinement_flags_occupancy,_atom_site.refinement_flags_occupancy,?,N,Y
,,atom_site,refinement_flags_posn,_atom_site.refinement_flags_posn,?,N,Y
,,atom_site,restraints,_atom_site.restraints,?,N,Y
,,atom_site,symmetry_multiplicity,_atom_site.symmetry_multiplicity,?,N,Y
,,atom_site,thermal_displace_type,_atom_site.thermal_displace_type,?,N,Y
10100,1,atom_site,type_symbol,_atom_site.type_symbol,?,N,Y
,,atom_site,U_equiv_geom_mean,_atom_site.U_equiv_geom_mean,?,N,Y
,,atom_site,U_equiv_geom_mean_esd,_atom_site.U_equiv_geom_mean_esd,?,N,Y
,,atom_site,U_iso_or_equiv,_atom_site.U_iso_or_equiv,?,N,Y
,,atom_site,U_iso_or_equiv_esd,_atom_site.U_iso_or_equiv_esd,?,N,Y
,,atom_site,Wyckoff_symbol,_atom_site.Wyckoff_symbol,?,N,Y
,,audit_author,address,_audit_author.address,?,N,Y
6,-15,audit_author,name,_audit_author.name,?,N,Y
14200,1,audit_author,pdbx_ordinal,_audit_author.pdbx_ordinal,?,N,Y
1024,1,audit_contact_author,address,_audit_contact_author.address,?,N,Y
11133,1,audit_contact_author,email,_audit_contact_author.email,?,N,Y
11136,1,audit_contact_author,fax,_audit_contact_author.fax,?,N,Y
,,audit_contact_author,name,_audit_contact_author.name,?,N,Y
11135,1,audit_contact_author,phone,_audit_contact_author.phone,?,N,Y
,,audit_link,block_code,_audit_link.block_code,?,N,Y
,,audit_link,block_description,_audit_link.block_description,?,N,Y
,,audit,creation_date,_audit.creation_date,?,N,Y
,,audit,creation_method,_audit.creation_method,?,N,Y
,,audit,revision_id,_audit.revision_id,?,N,Y
11520,1,audit,update_record,_audit.update_record,?,N,Y
10041,7,chem_comp_angle,atom_id_1,_chem_comp_angle.atom_id_1,?,N,Y
10042,7,chem_comp_angle,atom_id_2,_chem_comp_angle.atom_id_2,?,N,Y
10043,7,chem_comp_angle,atom_id_3,_chem_comp_angle.atom_id_3,?,N,Y
10044,7,chem_comp_angle,comp_id,_chem_comp_angle.comp_id,?,N,Y
,,chem_comp_angle,value_angle,_chem_comp_angle.value_angle,?,N,Y
,,chem_comp_angle,value_angle_esd,_chem_comp_angle.value_angle_esd,?,N,Y
,,chem_comp_angle,value_dist,_chem_comp_angle.value_dist,?,N,Y
,,chem_comp_angle,value_dist_esd,_chem_comp_angle.value_dist_esd,?,N,Y
,,chem_comp_atom,alt_atom_id,_chem_comp_atom.alt_atom_id,?,N,Y
10026,7,chem_comp_atom,atom_id,_chem_comp_atom.atom_id,?,N,Y
10028,7,chem_comp_atom,charge,_chem_comp_atom.charge,?,N,Y
10029,7,chem_comp_atom,comp_id,_chem_comp_atom.comp_id,?,N,Y
11380,1,chem_comp_atom,model_Cartn_x,_chem_comp_atom.model_Cartn_x,?,N,Y
11381,1,chem_comp_atom,model_Cartn_x_esd,_chem_comp_atom.model_Cartn_x_esd,?,N,Y
11382,1,chem_comp_atom,model_Cartn_y,_chem_comp_atom.model_Cartn_y,?,N,Y
11383,1,chem_comp_atom,model_Cartn_y_esd,_chem_comp_atom.model_Cartn_y_esd,?,N,Y
11384,1,chem_comp_atom,model_Cartn_z,_chem_comp_atom.model_Cartn_z,?,N,Y
11385,1,chem_comp_atom,model_Cartn_z_esd,_chem_comp_atom.model_Cartn_z_esd,?,N,Y
11324,1,chem_comp_atom,partial_charge,_chem_comp_atom.partial_charge,?,N,Y
,,chem_comp_atom,pdbx_align,_chem_comp_atom.pdbx_align,?,N,Y
11323,1,chem_comp_atom,pdbx_alt_atom_id,_chem_comp_atom.pdbx_alt_atom_id,?,N,Y
,,chem_comp_atom,pdbx_alt_comp_id,_chem_comp_atom.pdbx_alt_comp_id,?,N,Y
11321,10,chem_comp_atom,pdbx_aromatic_flag,_chem_comp_atom.pdbx_aromatic_flag,?,N,Y
,,chem_comp_atom,pdbx_component_atom_id,_chem_comp_atom.pdbx_component_atom_id,?,N,Y
,,chem_comp_atom,pdbx_component_comp_id,_chem_comp_atom.pdbx_component_comp_id,?,N,Y
,,chem_comp_atom,pdbx_component_comp_id,_chem_comp_atom.pdbx_component_comp_id,?,N,Y
,,chem_comp_atom,pdbx_component_entity_id,_chem_comp_atom.pdbx_component_entity_id,?,N,Y
11322,10,chem_comp_atom,pdbx_leaving_atom_flag,_chem_comp_atom.pdbx_leaving_atom_flag,?,N,Y
11386,1,chem_comp_atom,pdbx_model_Cartn_x_ideal,_chem_comp_atom.pdbx_model_Cartn_x_ideal,?,N,Y
11387,1,chem_comp_atom,pdbx_model_Cartn_y_ideal,_chem_comp_atom.pdbx_model_Cartn_y_ideal,?,N,Y
11388,1,chem_comp_atom,pdbx_model_Cartn_z_ideal,_chem_comp_atom.pdbx_model_Cartn_z_ideal,?,N,Y
11389,1,chem_comp_atom,pdbx_ordinal,_chem_comp_atom.pdbx_ordinal,?,N,Y
,,chem_comp_atom,pdbx_polymer_type,_chem_comp_atom.pdbx_polymer_type,?,N,Y
,,chem_comp_atom,pdbx_ref_id,_chem_comp_atom.pdbx_ref_id,?,N,Y
,,chem_comp_atom,pdbx_residue_numbering,_chem_comp_atom.pdbx_residue_numbering,?,N,Y
11320,1,chem_comp_atom,pdbx_stereo_config,_chem_comp_atom.pdbx_stereo_config,?,N,Y
11325,1,chem_comp_atom,substruct_code,_chem_comp_atom.substruct_code,?,N,Y
10027,7,chem_comp_atom,type_symbol,_chem_comp_atom.type_symbol,?,N,Y
10021,7,chem_comp_bond,atom_id_1,_chem_comp_bond.atom_id_1,?,N,Y
10022,7,chem_comp_bond,atom_id_2,_chem_comp_bond.atom_id_2,?,N,Y
10024,7,chem_comp_bond,comp_id,_chem_comp_bond.comp_id,?,N,Y
11370,10,chem_comp_bond,pdbx_aromatic_flag,_chem_comp_bond.pdbx_aromatic_flag,?,N,Y
11371,1,chem_comp_bond,pdbx_ordinal,_chem_comp_bond.pdbx_ordinal,?,N,Y
11372,1,chem_comp_bond,pdbx_stereo_config,_chem_comp_bond.pdbx_stereo_config,?,N,Y
,,chem_comp_bond,value_dist,_chem_comp_bond.value_dist,?,N,Y
,,chem_comp_bond,value_dist_esd,_chem_comp_bond.value_dist_esd,?,N,Y
10025,7,chem_comp_bond,value_order,_chem_comp_bond.value_order,?,N,Y
,,chem_comp_chir_atom,atom_id,_chem_comp_chir_atom.atom_id,?,N,Y
,,chem_comp_chir_atom,chir_id,_chem_comp_chir_atom.chir_id,?,N,Y
,,chem_comp_chir_atom,comp_id,_chem_comp_chir_atom.comp_id,?,N,Y
,,chem_comp_chir_atom,dev,_chem_comp_chir_atom.dev,?,N,Y
,,chem_comp_chir,atom_config,_chem_comp_chir.atom_config,?,N,Y
,,chem_comp_chir,atom_id,_chem_comp_chir.atom_id,?,N,Y
,,chem_comp_chir,comp_id,_chem_comp_chir.comp_id,?,N,Y
,,chem_comp_chir,id,_chem_comp_chir.id,?,N,Y
,,chem_comp_chir,number_atoms_all,_chem_comp_chir.number_atoms_all,?,N,Y
,,chem_comp_chir,number_atoms_nh,_chem_comp_chir.number_atoms_nh,?,N,Y
,,chem_comp_chir,volume_flag,_chem_comp_chir.volume_flag,?,N,Y
,,chem_comp_chir,volume_three,_chem_comp_chir.volume_three,?,N,Y
,,chem_comp_chir,volume_three_esd,_chem_comp_chir.volume_three_esd,?,N,Y
,,chem_comp_link,details,_chem_comp_link.details,?,N,Y
,,chem_comp_link,link_id,_chem_comp_link.link_id,?,N,Y
,,chem_comp_link,type_comp_1,_chem_comp_link.type_comp_1,?,N,Y
,,chem_comp_link,type_comp_2,_chem_comp_link.type_comp_2,?,N,Y
,,chem_comp_plane_atom,atom_id,_chem_comp_plane_atom.atom_id,?,N,Y
,,chem_comp_plane_atom,comp_id,_chem_comp_plane_atom.comp_id,?,N,Y
,,chem_comp_plane_atom,dist_esd,_chem_comp_plane_atom.dist_esd,?,N,Y
,,chem_comp_plane_atom,plane_id,_chem_comp_plane_atom.plane_id,?,N,Y
,,chem_comp_plane,comp_id,_chem_comp_plane.comp_id,?,N,Y
,,chem_comp_plane,id,_chem_comp_plane.id,?,N,Y
,,chem_comp_plane,number_atoms_all,_chem_comp_plane.number_atoms_all,?,N,Y
,,chem_comp_plane,number_atoms_nh,_chem_comp_plane.number_atoms_nh,?,N,Y
,,chem_comp_tor_value,angle,_chem_comp_tor_value.angle,?,N,Y
,,chem_comp_tor_value,angle_esd,_chem_comp_tor_value.angle_esd,?,N,Y
,,chem_comp_tor_value,comp_id,_chem_comp_tor_value.comp_id,?,N,Y
,,chem_comp_tor_value,dist,_chem_comp_tor_value.dist,?,N,Y
,,chem_comp_tor_value,dist_esd,_chem_comp_tor_value.dist_esd,?,N,Y
,,chem_comp_tor_value,tor_id,_chem_comp_tor_value.tor_id,?,N,Y
10030,7,chem_comp_tor,atom_id_1,_chem_comp_tor.atom_id_1,?,N,Y
10031,7,chem_comp_tor,atom_id_2,_chem_comp_tor.atom_id_2,?,N,Y
10032,7,chem_comp_tor,atom_id_3,_chem_comp_tor.atom_id_3,?,N,Y
10033,7,chem_comp_tor,atom_id_4,_chem_comp_tor.atom_id_4,?,N,Y
10034,7,chem_comp_tor,comp_id,_chem_comp_tor.comp_id,?,N,Y
10035,7,chem_comp_tor,id,_chem_comp_tor.id,?,N,Y
93,1,chem_comp,formula,_chem_comp.formula,?,N,Y
94,1,chem_comp,formula_weight,_chem_comp.formula_weight,?,N,Y
90;10047;11330;41,1;1001;1001;1001,chem_comp,id,_chem_comp.id,?,N,Y
11350,1,chem_comp,model_details,_chem_comp.model_details,?,N,Y
11351,1,chem_comp,model_erf,_chem_comp.model_erf,?,N,Y
11352,1,chem_comp,model_source,_chem_comp.model_source,?,N,Y
1065,1,chem_comp,mon_nstd_class,_chem_comp.mon_nstd_class,?,N,Y
1066,1,chem_comp,mon_nstd_details,_chem_comp.mon_nstd_details,?,N,Y
91,10,chem_comp,mon_nstd_flag,_chem_comp.mon_nstd_flag,?,N,Y
1067,1,chem_comp,mon_nstd_parent,_chem_comp.mon_nstd_parent,?,N,Y
1068,1,chem_comp,mon_nstd_parent_comp_id,_chem_comp.mon_nstd_parent_comp_id,?,N,Y
92,1,chem_comp,name,_chem_comp.name,?,N,Y
1070,1,chem_comp,number_atoms_all,_chem_comp.number_atoms_all,?,N,Y
1071,1,chem_comp,number_atoms_nh,_chem_comp.number_atoms_nh,?,N,Y
10045,1,chem_comp,one_letter_code,_chem_comp.one_letter_code,?,N,Y
11331,10,chem_comp,pdbx_ambiguous_flag,_chem_comp.pdbx_ambiguous_flag,?,N,Y
,,chem_comp,pdbx_casnum,_chem_comp.pdbx_casnum,?,N,Y
,,chem_comp,pdbx_class_1,_chem_comp.pdbx_class_1,?,N,Y
,,chem_comp,pdbx_class_2,_chem_comp.pdbx_class_2,?,N,Y
,,chem_comp,pdbx_comp_type,_chem_comp.pdbx_comp_type,?,N,Y
,,chem_comp,pdbx_component_no,_chem_comp.pdbx_component_no,?,N,Y
1074,1,chem_comp,pdbx_formal_charge,_chem_comp.pdbx_formal_charge,?,N,Y
11355,1,chem_comp,pdbx_ideal_coordinate_details,_chem_comp.pdbx_ideal_coordinate_details,?,N,Y
11356,10,chem_comp,pdbx_ideal_coordinates_missing_flag,_chem_comp.pdbx_ideal_coordinates_missing_flag,?,N,Y
11359,1,chem_comp,pdbx_initial_date,_chem_comp.pdbx_initial_date,?,N,Y
11353,1,chem_comp,pdbx_model_coordinate_details,_chem_comp.pdbx_model_coordinate_details,?,N,Y
11357,1,chem_comp,pdbx_model_coordinates_db_code,_chem_comp.pdbx_model_coordinates_db_code,?,N,Y
11354,10,chem_comp,pdbx_model_coordinates_missing_flag,_chem_comp.pdbx_model_coordinates_missing_flag,?,N,Y
,,chem_comp,pdbx_modification_details,_chem_comp.pdbx_modification_details,?,N,Y
11360,1,chem_comp,pdbx_modified_date,_chem_comp.pdbx_modified_date,?,N,Y
,,chem_comp,pdbx_nscnum,_chem_comp.pdbx_nscnum,?,N,Y
,,chem_comp,pdbx_number_subcomponents,_chem_comp.pdbx_number_subcomponents,?,N,Y
11358,1,chem_comp,pdbx_processing_site,_chem_comp.pdbx_processing_site,?,N,Y
11361,1,chem_comp,pdbx_release_status,_chem_comp.pdbx_release_status,?,N,Y
11362,1,chem_comp,pdbx_replaced_by,_chem_comp.pdbx_replaced_by,?,N,Y
11363,1,chem_comp,pdbx_replaces,_chem_comp.pdbx_replaces,?,N,Y
,,chem_comp,pdbx_reserved_name,_chem_comp.pdbx_reserved_name,?,N,Y
,,chem_comp,pdbx_smiles,_chem_comp.pdbx_smiles,?,N,Y
,,chem_comp,pdbx_status,_chem_comp.pdbx_status,?,N,Y
11364,1,chem_comp,pdbx_subcomponent_list,_chem_comp.pdbx_subcomponent_list,?,N,Y
1076,1,chem_comp,pdbx_synonyms,_chem_comp.pdbx_synonyms,?,N,Y
,,chem_comp,pdbx_type,_chem_comp.pdbx_type,?,N,Y
,,chem_comp,pdbx_type_modified,_chem_comp.pdbx_type_modified,?,N,Y
10046,1,chem_comp,three_letter_code,_chem_comp.three_letter_code,?,N,Y
10000;22,1;1001,chem_comp,type,_chem_comp.type,?,N,Y
,,chem_link_angle,atom_1_comp_id,_chem_link_angle.atom_1_comp_id,?,N,Y
,,chem_link_angle,atom_2_comp_id,_chem_link_angle.atom_2_comp_id,?,N,Y
,,chem_link_angle,atom_3_comp_id,_chem_link_angle.atom_3_comp_id,?,N,Y
,,chem_link_angle,atom_id_1,_chem_link_angle.atom_id_1,?,N,Y
,,chem_link_angle,atom_id_2,_chem_link_angle.atom_id_2,?,N,Y
,,chem_link_angle,atom_id_3,_chem_link_angle.atom_id_3,?,N,Y
,,chem_link_angle,link_id,_chem_link_angle.link_id,?,N,Y
,,chem_link_angle,value_angle,_chem_link_angle.value_angle,?,N,Y
,,chem_link_angle,value_angle_esd,_chem_link_angle.value_angle_esd,?,N,Y
,,chem_link_angle,value_dist,_chem_link_angle.value_dist,?,N,Y
,,chem_link_angle,value_dist_esd,_chem_link_angle.value_dist_esd,?,N,Y
,,chem_link_bond,atom_1_comp_id,_chem_link_bond.atom_1_comp_id,?,N,Y
,,chem_link_bond,atom_2_comp_id,_chem_link_bond.atom_2_comp_id,?,N,Y
,,chem_link_bond,atom_id_1,_chem_link_bond.atom_id_1,?,N,Y
,,chem_link_bond,atom_id_2,_chem_link_bond.atom_id_2,?,N,Y
,,chem_link_bond,link_id,_chem_link_bond.link_id,?,N,Y
,,chem_link_bond,value_dist,_chem_link_bond.value_dist,?,N,Y
,,chem_link_bond,value_dist_esd,_chem_link_bond.value_dist_esd,?,N,Y
,,chem_link_bond,value_order,_chem_link_bond.value_order,?,N,Y
,,chem_link_chir_atom,atom_comp_id,_chem_link_chir_atom.atom_comp_id,?,N,Y
,,chem_link_chir_atom,atom_id,_chem_link_chir_atom.atom_id,?,N,Y
,,chem_link_chir_atom,chir_id,_chem_link_chir_atom.chir_id,?,N,Y
,,chem_link_chir_atom,dev,_chem_link_chir_atom.dev,?,N,Y
,,chem_link_chir,atom_comp_id,_chem_link_chir.atom_comp_id,?,N,Y
,,chem_link_chir,atom_config,_chem_link_chir.atom_config,?,N,Y
,,chem_link_chir,atom_id,_chem_link_chir.atom_id,?,N,Y
,,chem_link_chir,id,_chem_link_chir.id,?,N,Y
,,chem_link_chir,link_id,_chem_link_chir.link_id,?,N,Y
,,chem_link_chir,number_atoms_all,_chem_link_chir.number_atoms_all,?,N,Y
,,chem_link_chir,number_atoms_nh,_chem_link_chir.number_atoms_nh,?,N,Y
,,chem_link_chir,volume_flag,_chem_link_chir.volume_flag,?,N,Y
,,chem_link_chir,volume_three,_chem_link_chir.volume_three,?,N,Y
,,chem_link_chir,volume_three_esd,_chem_link_chir.volume_three_esd,?,N,Y
,,chem_link_plane_atom,atom_comp_id,_chem_link_plane_atom.atom_comp_id,?,N,Y
,,chem_link_plane_atom,atom_id,_chem_link_plane_atom.atom_id,?,N,Y
,,chem_link_plane_atom,plane_id,_chem_link_plane_atom.plane_id,?,N,Y
,,chem_link_plane,id,_chem_link_plane.id,?,N,Y
,,chem_link_plane,link_id,_chem_link_plane.link_id,?,N,Y
,,chem_link_plane,number_atoms_all,_chem_link_plane.number_atoms_all,?,N,Y
,,chem_link_plane,number_atoms_nh,_chem_link_plane.number_atoms_nh,?,N,Y
,,chem_link_tor_value,angle,_chem_link_tor_value.angle,?,N,Y
,,chem_link_tor_value,angle_esd,_chem_link_tor_value.angle_esd,?,N,Y
,,chem_link_tor_value,dist,_chem_link_tor_value.dist,?,N,Y
,,chem_link_tor_value,dist_esd,_chem_link_tor_value.dist_esd,?,N,Y
,,chem_link_tor_value,tor_id,_chem_link_tor_value.tor_id,?,N,Y
,,chem_link_tor,atom_1_comp_id,_chem_link_tor.atom_1_comp_id,?,N,Y
,,chem_link_tor,atom_2_comp_id,_chem_link_tor.atom_2_comp_id,?,N,Y
,,chem_link_tor,atom_3_comp_id,_chem_link_tor.atom_3_comp_id,?,N,Y
,,chem_link_tor,atom_4_comp_id,_chem_link_tor.atom_4_comp_id,?,N,Y
,,chem_link_tor,atom_id_1,_chem_link_tor.atom_id_1,?,N,Y
,,chem_link_tor,atom_id_2,_chem_link_tor.atom_id_2,?,N,Y
,,chem_link_tor,atom_id_3,_chem_link_tor.atom_id_3,?,N,Y
,,chem_link_tor,atom_id_4,_chem_link_tor.atom_id_4,?,N,Y
,,chem_link_tor,id,_chem_link_tor.id,?,N,Y
,,chem_link_tor,link_id,_chem_link_tor.link_id,?,N,Y
,,chem_link,details,_chem_link.details,?,N,Y
,,chem_link,id,_chem_link.id,?,N,Y
,,chemical_conn_atom,charge,_chemical_conn_atom.charge,?,N,Y
,,chemical_conn_atom,display_x,_chemical_conn_atom.display_x,?,N,Y
,,chemical_conn_atom,display_y,_chemical_conn_atom.display_y,?,N,Y
,,chemical_conn_atom,NCA,_chemical_conn_atom.NCA,?,N,Y
,,chemical_conn_atom,NH,_chemical_conn_atom.NH,?,N,Y
,,chemical_conn_atom,number,_chemical_conn_atom.number,?,N,Y
,,chemical_conn_atom,type_symbol,_chemical_conn_atom.type_symbol,?,N,Y
,,chemical_conn_bond,atom_1,_chemical_conn_bond.atom_1,?,N,Y
,,chemical_conn_bond,atom_2,_chemical_conn_bond.atom_2,?,N,Y
,,chemical_conn_bond,type,_chemical_conn_bond.type,?,N,Y
,,chemical_formula,analytical,_chemical_formula.analytical,?,N,Y
,,chemical_formula,entry_id,_chemical_formula.entry_id,?,Y,Y
,,chemical_formula,iupac,_chemical_formula.iupac,?,N,Y
,,chemical_formula,moiety,_chemical_formula.moiety,?,N,Y
,,chemical_formula,structural,_chemical_formula.structural,?,N,Y
,,chemical_formula,sum,_chemical_formula.sum,?,N,Y
,,chemical_formula,weight,_chemical_formula.weight,?,N,Y
,,chemical_formula,weight_meas,_chemical_formula.weight_meas,?,N,Y
,,chemical,absolute_configuration,_chemical.absolute_configuration,?,N,Y
,,chemical,compound_source,_chemical.compound_source,?,N,Y
,,chemical,entry_id,_chemical.entry_id,?,Y,Y
,,chemical,melting_point,_chemical.melting_point,?,N,Y
,,chemical,melting_point_gt,_chemical.melting_point_gt,?,N,Y
,,chemical,melting_point_lt,_chemical.melting_point_lt,?,N,Y
,,chemical,name_common,_chemical.name_common,?,N,Y
,,chemical,name_mineral,_chemical.name_mineral,?,N,Y
,,chemical,name_structure_type,_chemical.name_structure_type,?,N,Y
,,chemical,name_systematic,_chemical.name_systematic,?,N,Y
,,chemical,optical_rotation,_chemical.optical_rotation,?,N,Y
,,chemical,properties_biological,_chemical.properties_biological,?,N,Y
,,chemical,properties_physical,_chemical.properties_physical,?,N,Y
,,chemical,temperature_decomposition,_chemical.temperature_decomposition,?,N,Y
,,chemical,temperature_decomposition_esd,_chemical.temperature_decomposition_esd,?,N,Y
,,chemical,temperature_decomposition_gt,_chemical.temperature_decomposition_gt,?,N,Y
,,chemical,temperature_decomposition_lt,_chemical.temperature_decomposition_lt,?,N,Y
,,chemical,temperature_sublimation,_chemical.temperature_sublimation,?,N,Y
,,chemical,temperature_sublimation_esd,_chemical.temperature_sublimation_esd,?,N,Y
,,chemical,temperature_sublimation_gt,_chemical.temperature_sublimation_gt,?,N,Y
,,chemical,temperature_sublimation_lt,_chemical.temperature_sublimation_lt,?,N,Y
96,3,citation_author,citation_id,_citation_author.citation_id,?,N,Y
